function_index,prompt,sample_index,code_segment,Size,Min,Average,Max,Exception
0_p8_auto_reverse_list_strategy,"""How do I reverse a list or loop over it backwards? The implementation should be fast. Avoid using print function. The implementation should be in a function named funcImp that takes a single list of integers as a parameter.""",5,['def funcImp(lst):\n    return list(reversed(lst))'],10000,0.0021648000001732726,0.002394920000078855,0.002764100001513725,N/A
0_p8_auto_reverse_list_strategy,"""How do I reverse a list or loop over it backwards? The implementation should be fast. Avoid using print function. The implementation should be in a function named funcImp that takes a single list of integers as a parameter.""",5,['def funcImp(lst):\n    return list(reversed(lst))'],100000,0.03579159999935655,0.05189649500000087,0.06456369999796152,N/A
0_p8_auto_reverse_list_strategy,"""How do I reverse a list or loop over it backwards? The implementation should be fast. Avoid using print function. The implementation should be in a function named funcImp that takes a single list of integers as a parameter.""",6,"['def funcImp(l):\n    """"""\n    Reverses the order of elements in the given list in place. \n    \n    Args:\n    l (list of int): List to be reversed\n    \n    Returns:\n    None\n    """"""\n    n = len(l)\n    for i in range(n // 2):\n        (l[i], l[n - 1 - i]) = (l[n - 1 - i], l[i])']",1000,0.003967099997680634,0.004232442999964405,0.004644699998607393,N/A
0_p8_auto_reverse_list_strategy,"""How do I reverse a list or loop over it backwards? The implementation should be fast. Avoid using print function. The implementation should be in a function named funcImp that takes a single list of integers as a parameter.""",6,"['def funcImp(l):\n    """"""\n    Reverses the order of elements in the given list in place. \n    \n    Args:\n    l (list of int): List to be reversed\n    \n    Returns:\n    None\n    """"""\n    n = len(l)\n    for i in range(n // 2):\n        (l[i], l[n - 1 - i]) = (l[n - 1 - i], l[i])']",10000,0.041096200002357364,0.04283072900001571,0.04747719999795663,N/A
0_p8_auto_reverse_list_strategy,"""How do I reverse a list or loop over it backwards? The implementation should be fast. Avoid using print function. The implementation should be in a function named funcImp that takes a single list of integers as a parameter.""",6,"['def funcImp(l):\n    """"""\n    Reverses the order of elements in the given list in place. \n    \n    Args:\n    l (list of int): List to be reversed\n    \n    Returns:\n    None\n    """"""\n    n = len(l)\n    for i in range(n // 2):\n        (l[i], l[n - 1 - i]) = (l[n - 1 - i], l[i])']",100000,0.4187669000020833,0.4318265379998411,0.46882230000119307,N/A
0_p8_auto_reverse_list_strategy,"""How do I reverse a list or loop over it backwards? The implementation should be fast. Avoid using print function. The implementation should be in a function named funcImp that takes a single list of integers as a parameter.""",7,['def funcImp(lst):\n    return lst[::-1]'],1000,0.0001542999998491723,0.00016061399997852277,0.00017810000281315297,N/A
0_p8_auto_reverse_list_strategy,"""How do I reverse a list or loop over it backwards? The implementation should be fast. Avoid using print function. The implementation should be in a function named funcImp that takes a single list of integers as a parameter.""",7,['def funcImp(lst):\n    return lst[::-1]'],10000,0.001477800000429852,0.0016833769999357172,0.0018980000022565946,N/A
0_p8_auto_reverse_list_strategy,"""How do I reverse a list or loop over it backwards? The implementation should be fast. Avoid using print function. The implementation should be in a function named funcImp that takes a single list of integers as a parameter.""",7,['def funcImp(lst):\n    return lst[::-1]'],100000,0.02354180000111228,0.04439192000012554,0.062332199999218574,N/A
0_p8_auto_reverse_list_strategy,"""How do I reverse a list or loop over it backwards? The implementation should be fast. Avoid using print function. The implementation should be in a function named funcImp that takes a single list of integers as a parameter.""",8,['def funcImp(lst):\n    lst.reverse()\n    return lst'],1000,2.550000135670416e-05,2.6787000242620705e-05,2.8200000087963417e-05,N/A
0_p8_auto_reverse_list_strategy,"""How do I reverse a list or loop over it backwards? The implementation should be fast. Avoid using print function. The implementation should be in a function named funcImp that takes a single list of integers as a parameter.""",8,['def funcImp(lst):\n    lst.reverse()\n    return lst'],10000,0.00022669999816571362,0.00023945699995238102,0.0003004000027431175,N/A
0_p8_auto_reverse_list_strategy,"""How do I reverse a list or loop over it backwards? The implementation should be fast. Avoid using print function. The implementation should be in a function named funcImp that takes a single list of integers as a parameter.""",8,['def funcImp(lst):\n    lst.reverse()\n    return lst'],100000,0.0022108999983174726,0.0023233029999028074,0.002509699999791337,N/A
0_p8_auto_reverse_list_strategy,"""How do I reverse a list or loop over it backwards? The implementation should be fast. Avoid using print function. The implementation should be in a function named funcImp that takes a single list of integers as a parameter.""",9,['def funcImp(lst):\n    return lst[::-1]'],1000,0.0001545999984955415,0.00016477599998324877,0.00046640000073239207,N/A
0_p8_auto_reverse_list_strategy,"""How do I reverse a list or loop over it backwards? The implementation should be fast. Avoid using print function. The implementation should be in a function named funcImp that takes a single list of integers as a parameter.""",9,['def funcImp(lst):\n    return lst[::-1]'],10000,0.0015053999995870981,0.0017507249999107444,0.0020256999996490777,N/A
0_p8_auto_reverse_list_strategy,"""How do I reverse a list or loop over it backwards? The implementation should be fast. Avoid using print function. The implementation should be in a function named funcImp that takes a single list of integers as a parameter.""",9,['def funcImp(lst):\n    return lst[::-1]'],100000,0.024841700000251876,0.04566666499995335,0.061939999999594875,N/A
0_p8_auto_reverse_list_strategy,"""How do I reverse a list or loop over it backwards? The implementation should be fast. Avoid using print function. The implementation should be in a function named funcImp that takes a single list of integers as a parameter.""",10,"['def funcImp(lst):\n    lst.reverse()\n    for i in range(len(lst) - 1, -1, -1):\n        pass']",1000,0.0006522999974549748,0.0007179900002665817,0.0009898999996948987,N/A
0_p8_auto_reverse_list_strategy,"""How do I reverse a list or loop over it backwards? The implementation should be fast. Avoid using print function. The implementation should be in a function named funcImp that takes a single list of integers as a parameter.""",10,"['def funcImp(lst):\n    lst.reverse()\n    for i in range(len(lst) - 1, -1, -1):\n        pass']",10000,0.00706720000016503,0.007540053999873635,0.008269199999631383,N/A
0_p8_auto_reverse_list_strategy,"""How do I reverse a list or loop over it backwards? The implementation should be fast. Avoid using print function. The implementation should be in a function named funcImp that takes a single list of integers as a parameter.""",10,"['def funcImp(lst):\n    lst.reverse()\n    for i in range(len(lst) - 1, -1, -1):\n        pass']",100000,0.07302290000006906,0.07522732300007191,0.08354289999988396,N/A
1_p8_auto_reverse_list_strategy,"""How do I reverse a list or loop over it backwards? The implementation should be fast as the size of the list grows. Avoid using print function. The implementation should be in a function named funcImp that takes a single list of integers as a parameter.""",1,['def funcImp(lst):\n    lst.reverse()\n    return lst'],1000,2.5499997718725353e-05,2.680900000996189e-05,2.8300000849412754e-05,N/A
1_p8_auto_reverse_list_strategy,"""How do I reverse a list or loop over it backwards? The implementation should be fast as the size of the list grows. Avoid using print function. The implementation should be in a function named funcImp that takes a single list of integers as a parameter.""",1,['def funcImp(lst):\n    lst.reverse()\n    return lst'],10000,0.00022799999715061858,0.0002480400000422378,0.00038949999725446105,N/A
1_p8_auto_reverse_list_strategy,"""How do I reverse a list or loop over it backwards? The implementation should be fast as the size of the list grows. Avoid using print function. The implementation should be in a function named funcImp that takes a single list of integers as a parameter.""",1,['def funcImp(lst):\n    lst.reverse()\n    return lst'],100000,0.002208099998824764,0.0023419799999828683,0.002763300002698088,N/A
1_p8_auto_reverse_list_strategy,"""How do I reverse a list or loop over it backwards? The implementation should be fast as the size of the list grows. Avoid using print function. The implementation should be in a function named funcImp that takes a single list of integers as a parameter.""",2,"['def funcImp(lst):\n    for i in range(len(lst) // 2):\n        (lst[i], lst[~i]) = (lst[~i], lst[i])\n    return lst']",1000,0.0030093000023043714,0.003168032999856223,0.0035366000010981224,N/A
1_p8_auto_reverse_list_strategy,"""How do I reverse a list or loop over it backwards? The implementation should be fast as the size of the list grows. Avoid using print function. The implementation should be in a function named funcImp that takes a single list of integers as a parameter.""",2,"['def funcImp(lst):\n    for i in range(len(lst) // 2):\n        (lst[i], lst[~i]) = (lst[~i], lst[i])\n    return lst']",10000,0.029869599999074126,0.03109915099994396,0.03286369999841554,N/A
1_p8_auto_reverse_list_strategy,"""How do I reverse a list or loop over it backwards? The implementation should be fast as the size of the list grows. Avoid using print function. The implementation should be in a function named funcImp that takes a single list of integers as a parameter.""",2,"['def funcImp(lst):\n    for i in range(len(lst) // 2):\n        (lst[i], lst[~i]) = (lst[~i], lst[i])\n    return lst']",100000,0.3045224999987113,0.3106863310000335,0.3381747000021278,N/A
1_p8_auto_reverse_list_strategy,"""How do I reverse a list or loop over it backwards? The implementation should be fast as the size of the list grows. Avoid using print function. The implementation should be in a function named funcImp that takes a single list of integers as a parameter.""",3,['def funcImp(lst):\n    return lst[::-1]'],1000,0.00015639999764971435,0.00016075799969257786,0.00021189999824855477,N/A
1_p8_auto_reverse_list_strategy,"""How do I reverse a list or loop over it backwards? The implementation should be fast as the size of the list grows. Avoid using print function. The implementation should be in a function named funcImp that takes a single list of integers as a parameter.""",3,['def funcImp(lst):\n    return lst[::-1]'],10000,0.0015100000018719584,0.0017333739999230602,0.002121199999237433,N/A
1_p8_auto_reverse_list_strategy,"""How do I reverse a list or loop over it backwards? The implementation should be fast as the size of the list grows. Avoid using print function. The implementation should be in a function named funcImp that takes a single list of integers as a parameter.""",3,['def funcImp(lst):\n    return lst[::-1]'],100000,0.02505350000137696,0.04531794100021216,0.06163659999947413,N/A
1_p8_auto_reverse_list_strategy,"""How do I reverse a list or loop over it backwards? The implementation should be fast as the size of the list grows. Avoid using print function. The implementation should be in a function named funcImp that takes a single list of integers as a parameter.""",4,['def funcImp(lst):\n    reversed_lst = lst[::-1]'],1000,0.0001604999997653067,0.00016604099997493904,0.00024090000079013407,N/A
1_p8_auto_reverse_list_strategy,"""How do I reverse a list or loop over it backwards? The implementation should be fast as the size of the list grows. Avoid using print function. The implementation should be in a function named funcImp that takes a single list of integers as a parameter.""",4,['def funcImp(lst):\n    reversed_lst = lst[::-1]'],10000,0.001504600000771461,0.0016545590000896482,0.002041399999143323,N/A
1_p8_auto_reverse_list_strategy,"""How do I reverse a list or loop over it backwards? The implementation should be fast as the size of the list grows. Avoid using print function. The implementation should be in a function named funcImp that takes a single list of integers as a parameter.""",4,['def funcImp(lst):\n    reversed_lst = lst[::-1]'],100000,0.025590000001102453,0.043642177999863634,0.06383479999931296,N/A
1_p8_auto_reverse_list_strategy,"""How do I reverse a list or loop over it backwards? The implementation should be fast as the size of the list grows. Avoid using print function. The implementation should be in a function named funcImp that takes a single list of integers as a parameter.""",5,"['def funcImp(lst):\n    reversed_lst = []\n    for i in range(len(lst) - 1, -1, -1):\n        reversed_lst.append(lst[i])\n    return reversed_lst']",1000,0.0032323999985237606,0.0033493409999937286,0.0038069000001996756,N/A
1_p8_auto_reverse_list_strategy,"""How do I reverse a list or loop over it backwards? The implementation should be fast as the size of the list grows. Avoid using print function. The implementation should be in a function named funcImp that takes a single list of integers as a parameter.""",5,"['def funcImp(lst):\n    reversed_lst = []\n    for i in range(len(lst) - 1, -1, -1):\n        reversed_lst.append(lst[i])\n    return reversed_lst']",10000,0.02942780000012135,0.030627051999836112,0.03193449999889708,N/A
1_p8_auto_reverse_list_strategy,"""How do I reverse a list or loop over it backwards? The implementation should be fast as the size of the list grows. Avoid using print function. The implementation should be in a function named funcImp that takes a single list of integers as a parameter.""",5,"['def funcImp(lst):\n    reversed_lst = []\n    for i in range(len(lst) - 1, -1, -1):\n        reversed_lst.append(lst[i])\n    return reversed_lst']",100000,0.3131818000001658,0.3227552599998671,0.33221469999989495,N/A
1_p8_auto_reverse_list_strategy,"""How do I reverse a list or loop over it backwards? The implementation should be fast as the size of the list grows. Avoid using print function. The implementation should be in a function named funcImp that takes a single list of integers as a parameter.""",6,['def funcImp(lst):\n    return [lst[i] for i in reversed(range(len(lst)))]'],1000,0.0020368000004964415,0.0021866850000515116,0.0024317000024893787,N/A
1_p8_auto_reverse_list_strategy,"""How do I reverse a list or loop over it backwards? The implementation should be fast as the size of the list grows. Avoid using print function. The implementation should be in a function named funcImp that takes a single list of integers as a parameter.""",6,['def funcImp(lst):\n    return [lst[i] for i in reversed(range(len(lst)))]'],10000,0.018099100001563784,0.018971216999852915,0.021415799998067087,N/A
1_p8_auto_reverse_list_strategy,"""How do I reverse a list or loop over it backwards? The implementation should be fast as the size of the list grows. Avoid using print function. The implementation should be in a function named funcImp that takes a single list of integers as a parameter.""",6,['def funcImp(lst):\n    return [lst[i] for i in reversed(range(len(lst)))]'],100000,0.19388469999830704,0.20690804999972898,0.27616670000134036,N/A
1_p8_auto_reverse_list_strategy,"""How do I reverse a list or loop over it backwards? The implementation should be fast as the size of the list grows. Avoid using print function. The implementation should be in a function named funcImp that takes a single list of integers as a parameter.""",7,['def funcImp(lst):\n    return lst[::-1]'],1000,0.0001540000012028031,0.00016777500004536706,0.000515899999300018,N/A
1_p8_auto_reverse_list_strategy,"""How do I reverse a list or loop over it backwards? The implementation should be fast as the size of the list grows. Avoid using print function. The implementation should be in a function named funcImp that takes a single list of integers as a parameter.""",7,['def funcImp(lst):\n    return lst[::-1]'],10000,0.0015640999990864657,0.0017532929998196778,0.0019797999993897974,N/A
1_p8_auto_reverse_list_strategy,"""How do I reverse a list or loop over it backwards? The implementation should be fast as the size of the list grows. Avoid using print function. The implementation should be in a function named funcImp that takes a single list of integers as a parameter.""",7,['def funcImp(lst):\n    return lst[::-1]'],100000,0.026560300000710413,0.04695511199995963,0.06362230000013369,N/A
1_p8_auto_reverse_list_strategy,"""How do I reverse a list or loop over it backwards? The implementation should be fast as the size of the list grows. Avoid using print function. The implementation should be in a function named funcImp that takes a single list of integers as a parameter.""",8,"['def funcImp(lst):\n    (i, j) = (0, len(lst) - 1)\n    while i < j:\n        (lst[i], lst[j]) = (lst[j], lst[i])\n        i += 1\n        j -= 1']",1000,0.003315499998279847,0.0034839410000131465,0.004620600000635022,N/A
1_p8_auto_reverse_list_strategy,"""How do I reverse a list or loop over it backwards? The implementation should be fast as the size of the list grows. Avoid using print function. The implementation should be in a function named funcImp that takes a single list of integers as a parameter.""",8,"['def funcImp(lst):\n    (i, j) = (0, len(lst) - 1)\n    while i < j:\n        (lst[i], lst[j]) = (lst[j], lst[i])\n        i += 1\n        j -= 1']",10000,0.03439459999935934,0.04200150900029257,0.05205500000010943,N/A
1_p8_auto_reverse_list_strategy,"""How do I reverse a list or loop over it backwards? The implementation should be fast as the size of the list grows. Avoid using print function. The implementation should be in a function named funcImp that takes a single list of integers as a parameter.""",8,"['def funcImp(lst):\n    (i, j) = (0, len(lst) - 1)\n    while i < j:\n        (lst[i], lst[j]) = (lst[j], lst[i])\n        i += 1\n        j -= 1']",100000,0.3527197999974305,0.42178427999981066,0.5182008999981917,N/A
1_p8_auto_reverse_list_strategy,"""How do I reverse a list or loop over it backwards? The implementation should be fast as the size of the list grows. Avoid using print function. The implementation should be in a function named funcImp that takes a single list of integers as a parameter.""",9,"['def funcImp(lst):\n    for i in range(len(lst) - 1, -1, -1):\n        lst[i] = lst[i] * 2\n    return lst']",1000,0.004219899998133769,0.0043496819998836145,0.005495400000654627,N/A
1_p8_auto_reverse_list_strategy,"""How do I reverse a list or loop over it backwards? The implementation should be fast as the size of the list grows. Avoid using print function. The implementation should be in a function named funcImp that takes a single list of integers as a parameter.""",9,"['def funcImp(lst):\n    for i in range(len(lst) - 1, -1, -1):\n        lst[i] = lst[i] * 2\n    return lst']",10000,0.042579100001603365,0.043707535999747055,0.04982009999730508,N/A
1_p8_auto_reverse_list_strategy,"""How do I reverse a list or loop over it backwards? The implementation should be fast as the size of the list grows. Avoid using print function. The implementation should be in a function named funcImp that takes a single list of integers as a parameter.""",9,"['def funcImp(lst):\n    for i in range(len(lst) - 1, -1, -1):\n        lst[i] = lst[i] * 2\n    return lst']",100000,0.4315956999998889,0.4401899359999152,0.5226843999989796,N/A
1_p8_auto_reverse_list_strategy,"""How do I reverse a list or loop over it backwards? The implementation should be fast as the size of the list grows. Avoid using print function. The implementation should be in a function named funcImp that takes a single list of integers as a parameter.""",10,['def funcImp(lst):\n    return list(reversed(lst))'],1000,0.00024640000265208073,0.00026086300025781386,0.000391099998523714,N/A
1_p8_auto_reverse_list_strategy,"""How do I reverse a list or loop over it backwards? The implementation should be fast as the size of the list grows. Avoid using print function. The implementation should be in a function named funcImp that takes a single list of integers as a parameter.""",10,['def funcImp(lst):\n    return list(reversed(lst))'],10000,0.002232999999250751,0.0024337399999785703,0.0034897000005003065,N/A
1_p8_auto_reverse_list_strategy,"""How do I reverse a list or loop over it backwards? The implementation should be fast as the size of the list grows. Avoid using print function. The implementation should be in a function named funcImp that takes a single list of integers as a parameter.""",10,['def funcImp(lst):\n    return list(reversed(lst))'],100000,0.03137770000103046,0.04848987000008492,0.06297040000208654,N/A
2_p8_auto_reverse_list_strategy,"""How do I reverse a list or loop over it backwards?  Avoid using print function. The implementation should be in a function named funcImp that takes a single list of integers as a parameter.""",1,"['def funcImp(lst):\n    reversed_lst = []\n    for i in range(len(lst) - 1, -1, -1):\n        reversed_lst.append(lst[i])\n    return reversed_lst']",1000,0.0031817999988561496,0.0033485699999801,0.003712400000949856,N/A
2_p8_auto_reverse_list_strategy,"""How do I reverse a list or loop over it backwards?  Avoid using print function. The implementation should be in a function named funcImp that takes a single list of integers as a parameter.""",1,"['def funcImp(lst):\n    reversed_lst = []\n    for i in range(len(lst) - 1, -1, -1):\n        reversed_lst.append(lst[i])\n    return reversed_lst']",10000,0.030008099998667603,0.03115719799989165,0.03994579999925918,N/A
2_p8_auto_reverse_list_strategy,"""How do I reverse a list or loop over it backwards?  Avoid using print function. The implementation should be in a function named funcImp that takes a single list of integers as a parameter.""",1,"['def funcImp(lst):\n    reversed_lst = []\n    for i in range(len(lst) - 1, -1, -1):\n        reversed_lst.append(lst[i])\n    return reversed_lst']",100000,0.3078947000030894,0.3178894199998831,0.46398520000002463,N/A
2_p8_auto_reverse_list_strategy,"""How do I reverse a list or loop over it backwards?  Avoid using print function. The implementation should be in a function named funcImp that takes a single list of integers as a parameter.""",2,['def funcImp(lst):\n    reversed_lst = []\n    for i in reversed(lst):\n        reversed_lst.append(i)\n    return reversed_lst'],1000,0.0024671999999554828,0.0025340680000954306,0.0028600999976333696,N/A
2_p8_auto_reverse_list_strategy,"""How do I reverse a list or loop over it backwards?  Avoid using print function. The implementation should be in a function named funcImp that takes a single list of integers as a parameter.""",2,['def funcImp(lst):\n    reversed_lst = []\n    for i in reversed(lst):\n        reversed_lst.append(i)\n    return reversed_lst'],10000,0.021362699997553136,0.022082960999687203,0.02318139999988489,N/A
2_p8_auto_reverse_list_strategy,"""How do I reverse a list or loop over it backwards?  Avoid using print function. The implementation should be in a function named funcImp that takes a single list of integers as a parameter.""",2,['def funcImp(lst):\n    reversed_lst = []\n    for i in reversed(lst):\n        reversed_lst.append(i)\n    return reversed_lst'],100000,0.2260398000034911,0.24243923300022288,0.4359740999971109,N/A
2_p8_auto_reverse_list_strategy,"""How do I reverse a list or loop over it backwards?  Avoid using print function. The implementation should be in a function named funcImp that takes a single list of integers as a parameter.""",3,['def funcImp(lst):\n    reversed_list = []\n    for i in reversed(lst):\n        reversed_list.append(i)\n    return reversed_list'],1000,0.0024293000024044886,0.0025596599997152227,0.004675200001656776,N/A
2_p8_auto_reverse_list_strategy,"""How do I reverse a list or loop over it backwards?  Avoid using print function. The implementation should be in a function named funcImp that takes a single list of integers as a parameter.""",3,['def funcImp(lst):\n    reversed_list = []\n    for i in reversed(lst):\n        reversed_list.append(i)\n    return reversed_list'],10000,0.020917999998346204,0.02209708199996385,0.023549600002297666,N/A
2_p8_auto_reverse_list_strategy,"""How do I reverse a list or loop over it backwards?  Avoid using print function. The implementation should be in a function named funcImp that takes a single list of integers as a parameter.""",3,['def funcImp(lst):\n    reversed_list = []\n    for i in reversed(lst):\n        reversed_list.append(i)\n    return reversed_list'],100000,0.2235913000004075,0.22991714700026933,0.24155969999992521,N/A
2_p8_auto_reverse_list_strategy,"""How do I reverse a list or loop over it backwards?  Avoid using print function. The implementation should be in a function named funcImp that takes a single list of integers as a parameter.""",4,"['def funcImp(lst):\n    reversed_lst = list(reversed(lst))\n    for i in range(len(reversed_lst) - 1, -1, -1):\n        reversed_lst[i] += 1\n    return reversed_lst']",1000,0.0036593000004359055,0.003821784000065236,0.00483410000015283,N/A
2_p8_auto_reverse_list_strategy,"""How do I reverse a list or loop over it backwards?  Avoid using print function. The implementation should be in a function named funcImp that takes a single list of integers as a parameter.""",4,"['def funcImp(lst):\n    reversed_lst = list(reversed(lst))\n    for i in range(len(reversed_lst) - 1, -1, -1):\n        reversed_lst[i] += 1\n    return reversed_lst']",10000,0.03770330000043032,0.03915765799989458,0.05476239999916288,N/A
2_p8_auto_reverse_list_strategy,"""How do I reverse a list or loop over it backwards?  Avoid using print function. The implementation should be in a function named funcImp that takes a single list of integers as a parameter.""",4,"['def funcImp(lst):\n    reversed_lst = list(reversed(lst))\n    for i in range(len(reversed_lst) - 1, -1, -1):\n        reversed_lst[i] += 1\n    return reversed_lst']",100000,0.4154645000016899,0.4298267060001308,0.4586522000026889,N/A
2_p8_auto_reverse_list_strategy,"""How do I reverse a list or loop over it backwards?  Avoid using print function. The implementation should be in a function named funcImp that takes a single list of integers as a parameter.""",5,"['def funcImp(lst):\n    reversed_lst = []\n    for i in range(len(lst) - 1, -1, -1):\n        reversed_lst.append(lst[i])\n    return reversed_lst']",1000,0.0032395999987784307,0.0033529740001176835,0.0037032000000181142,N/A
2_p8_auto_reverse_list_strategy,"""How do I reverse a list or loop over it backwards?  Avoid using print function. The implementation should be in a function named funcImp that takes a single list of integers as a parameter.""",5,"['def funcImp(lst):\n    reversed_lst = []\n    for i in range(len(lst) - 1, -1, -1):\n        reversed_lst.append(lst[i])\n    return reversed_lst']",10000,0.02950090000013006,0.031038966000014625,0.03712679999807733,N/A
2_p8_auto_reverse_list_strategy,"""How do I reverse a list or loop over it backwards?  Avoid using print function. The implementation should be in a function named funcImp that takes a single list of integers as a parameter.""",5,"['def funcImp(lst):\n    reversed_lst = []\n    for i in range(len(lst) - 1, -1, -1):\n        reversed_lst.append(lst[i])\n    return reversed_lst']",100000,0.3096760999978869,0.31997747700006585,0.36560800000006566,N/A
2_p8_auto_reverse_list_strategy,"""How do I reverse a list or loop over it backwards?  Avoid using print function. The implementation should be in a function named funcImp that takes a single list of integers as a parameter.""",6,['def funcImp(lst):\n    reversed_list = []\n    for i in reversed(lst):\n        reversed_list.append(i)\n    return reversed_list'],1000,0.0023500000024796464,0.002562176000137697,0.00485820000176318,N/A
2_p8_auto_reverse_list_strategy,"""How do I reverse a list or loop over it backwards?  Avoid using print function. The implementation should be in a function named funcImp that takes a single list of integers as a parameter.""",6,['def funcImp(lst):\n    reversed_list = []\n    for i in reversed(lst):\n        reversed_list.append(i)\n    return reversed_list'],10000,0.02070850000018254,0.02211103200021171,0.03680570000142325,N/A
2_p8_auto_reverse_list_strategy,"""How do I reverse a list or loop over it backwards?  Avoid using print function. The implementation should be in a function named funcImp that takes a single list of integers as a parameter.""",6,['def funcImp(lst):\n    reversed_list = []\n    for i in reversed(lst):\n        reversed_list.append(i)\n    return reversed_list'],100000,0.21949940000195056,0.2283682959998987,0.2477355000009993,N/A
2_p8_auto_reverse_list_strategy,"""How do I reverse a list or loop over it backwards?  Avoid using print function. The implementation should be in a function named funcImp that takes a single list of integers as a parameter.""",7,['def funcImp(lst):\n    result = []\n    for elem in reversed(lst):\n        result.append(elem)\n    return result'],1000,0.0023646000008739065,0.0025375469999562483,0.00383720000172616,N/A
2_p8_auto_reverse_list_strategy,"""How do I reverse a list or loop over it backwards?  Avoid using print function. The implementation should be in a function named funcImp that takes a single list of integers as a parameter.""",7,['def funcImp(lst):\n    result = []\n    for elem in reversed(lst):\n        result.append(elem)\n    return result'],10000,0.021098999997775536,0.021987501999901723,0.027186900002561742,N/A
